Fichier,ID,Nb retweet,Nb like,Nb réponses,Nb citations,Hashtags,Texte,Mots,Phrases,Tags POS,Sentiment,Polarité,Subjectivité,Phrases nominales,Texte corrigé,Texte tokénizé
1079063136970424320.json,1079063136970424320,0,0,0,0,"['#SCIENTIFIC', '#2018INREVIEW', '#EARTH', '#ECOLOGY', '#ENVIRONMENT', '#NATURE', '#GARBAGE', '#PLASTIC', '#THERAPY', '#MEDICINE', '#CANCER', '#DIETARY', '#SPORT', '#MENTALHEALTH', '#TECHNOLOGY']","The 10 Most Popular #Scientific #2018inReview

-#Earth #Ecology #Environment #Nature #Garbage #Plastic
-#Therapy #Medicine #Cancer #Dietary #Sport #MentalHealth 
- #Technology

https://t.co/r2avbNsIGp","['The', '10', 'Most', 'Popular', 'Scientific', '2018inReview', 'Earth', 'Ecology', 'Environment', 'Nature', 'Garbage', 'Plastic', 'Therapy', 'Medicine', 'Cancer', 'Dietary', 'Sport', 'MentalHealth', 'Technology', 'https', 't.co/r2avbNsIGp']","[Sentence(""The 10 Most Popular #Scientific #2018inReview

-#Earth #Ecology #Environment #Nature #Garbage #Plastic
-#Therapy #Medicine #Cancer #Dietary #Sport #MentalHealth 
- #Technology

https://t.co/r2avbNsIGp"")]","[('The', 'DT'), ('10', 'CD'), ('Most', 'JJS'), ('Popular', 'JJ'), ('Scientific', 'NNP'), ('2018inReview', 'CD'), ('Earth', 'NNP'), ('Ecology', 'NNP'), ('Environment', 'NNP'), ('Nature', 'NNP'), ('Garbage', 'NNP'), ('Plastic', 'NNP'), ('Therapy', 'NNP'), ('Medicine', 'NNP'), ('Cancer', 'NNP'), ('Dietary', 'NNP'), ('Sport', 'NNP'), ('MentalHealth', 'NNP'), ('Technology', 'NNP'), ('https', 'NN'), ('//t.co/r2avbNsIGp', 'NN')]","Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,"['popular', 'scientific', '# 2018inreview', 'earth', 'ecology', 'environment', 'nature', 'garbage', 'plastic', 'therapy', 'medicine', '# cancer #', 'dietary', 'sport', 'mentalhealth', '# technology https']","The 10 Most Popular #Scientific #2018inReview

-#Earth #Colony #Environment #Nature #Cabbage #Elastic
-#Therapy #Medicine #Cancer #Dietary #Port #MentalHealth 
- #Technology

http://t.co/r2avbNsIGp","['The', '10', 'Most', 'Popular', '#', 'Scientific', '#', '2018inReview', '-', '#', 'Earth', '#', 'Ecology', '#', 'Environment', '#', 'Nature', '#', 'Garbage', '#', 'Plastic', '-', '#', 'Therapy', '#', 'Medicine', '#', 'Cancer', '#', 'Dietary', '#', 'Sport', '#', 'MentalHealth', '-', '#', 'Technology', 'https', ':', '//t.co/r2avbNsIGp']"
1033018635504087040.json,1033018635504087040,0,0,0,0,"['#MODERN', '#CREATIVE', '#UNIQUE', '#TSHIRTDESIGN', '#ORDER_NOW', '#ANSWERISHERE', '#IDOL', '#FRIDAYFEELING', '#ساعه_استجابه', '#SCOTT', '#TRUMP', '#NEWS', '#SPORT', '#CANCER', '#DESIGN', '#GRAPHICS', '#MOVIE', '#MUSIC', '#TRENDING', '#KIKICHALLENGE']","If you are looking for a #modern, #creative &amp; #unique #tshirtdesign for your company.
CLICK HERE: https://t.co/qvve3cySwZ  !!#Order_Now!!

#AnswerIsHere #IDOL #FridayFeeling #ساعه_استجابه #Scott #Trump #NEWS #sport #Cancer #design #graphics #movie #music #Trending #KikiChallenge","['If', 'you', 'are', 'looking', 'for', 'a', 'modern', 'creative', 'amp', 'unique', 'tshirtdesign', 'for', 'your', 'company', 'CLICK', 'HERE', 'https', 't.co/qvve3cySwZ', 'Order_Now', 'AnswerIsHere', 'IDOL', 'FridayFeeling', 'ساعه_استجابه', 'Scott', 'Trump', 'NEWS', 'sport', 'Cancer', 'design', 'graphics', 'movie', 'music', 'Trending', 'KikiChallenge']","[Sentence(""If you are looking for a #modern, #creative &amp; #unique #tshirtdesign for your company.""), Sentence(""CLICK HERE: https://t.co/qvve3cySwZ  !""), Sentence(""!#Order_Now!!""), Sentence(""#AnswerIsHere #IDOL #FridayFeeling #ساعه_استجابه #Scott #Trump #NEWS #sport #Cancer #design #graphics #movie #music #Trending #KikiChallenge"")]","[('If', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('looking', 'VBG'), ('for', 'IN'), ('a', 'DT'), ('modern', 'JJ'), ('creative', 'JJ'), ('&', 'CC'), ('amp', 'NN'), ('unique', 'JJ'), ('tshirtdesign', 'NN'), ('for', 'IN'), ('your', 'PRP$'), ('company', 'NN'), ('CLICK', 'NNP'), ('HERE', 'NNP'), ('https', 'NN'), ('//t.co/qvve3cySwZ', 'NN'), ('Order_Now', 'NNP'), ('AnswerIsHere', 'NNP'), ('IDOL', 'NNP'), ('FridayFeeling', 'NNP'), ('ساعه_استجابه', 'NNP'), ('Scott', 'NNP'), ('Trump', 'NNP'), ('NEWS', 'NNP'), ('sport', 'NN'), ('Cancer', 'NNP'), ('design', 'NN'), ('graphics', 'NNS'), ('movie', 'NN'), ('music', 'NN'), ('Trending', 'NNP'), ('KikiChallenge', 'NNP')]","Sentiment(polarity=0.5385091145833333, subjectivity=0.7666666666666666)",0.5385091145833333,0.7666666666666666,"['unique # tshirtdesign', 'click here', 'order_now', 'answerishere', 'idol', 'fridayfeeling', '# ساعه_استجابه #', 'scott', 'trump', 'news', '# sport # cancer # design # graphics # movie # music #', 'trending', 'kikichallenge']","Of you are looking for a #modern, #creative &amp; #unique #tshirtdesign for your company.
CLICK HERE: http://t.co/qvve3cySwZ  !!#Order_Now!!

#AnswerIsHere #IDOL #FridayFeeling #ساعه_استجابه #Scott #Plump #NEWS #sport #Cancer #design #graphics #movie #music #Rending #KikiChallenge","['If', 'you', 'are', 'looking', 'for', 'a', '#', 'modern', ',', '#', 'creative', '&', 'amp', ';', '#', 'unique', '#', 'tshirtdesign', 'for', 'your', 'company', '.', 'CLICK', 'HERE', ':', 'https', ':', '//t.co/qvve3cySwZ', '!', '!', '#', 'Order_Now', '!', '!', '#', 'AnswerIsHere', '#', 'IDOL', '#', 'FridayFeeling', '#', 'ساعه_استجابه', '#', 'Scott', '#', 'Trump', '#', 'NEWS', '#', 'sport', '#', 'Cancer', '#', 'design', '#', 'graphics', '#', 'movie', '#', 'music', '#', 'Trending', '#', 'KikiChallenge']"
638609920510816257.json,638609920510816257,0,0,0,0,"['#CHARITY', '#QUIZ', '#CANCER', '#NIGHTOUT', '#PLYMOUTH', '#MUSIC', '#SPORT', '#ENTERTAINMENT', '#TV', '#RAFFLE']","#Charity #Quiz for #Cancer Research UK.19 Sep #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle. @CR_UK http://t.co/SevoGd69xj","['Charity', 'Quiz', 'for', 'Cancer', 'Research', 'UK.19', 'Sep', 'NightOut', 'Plymouth', 'Music', 'Sport', 'Entertainment', 'TV', 'Raffle', 'CR_UK', 'http', 't.co/SevoGd69xj']","[Sentence(""#Charity #Quiz for #Cancer Research UK.19 Sep #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle.""), Sentence(""@CR_UK http://t.co/SevoGd69xj"")]","[('Charity', 'NNP'), ('Quiz', 'NNP'), ('for', 'IN'), ('Cancer', 'NNP'), ('Research', 'NNP'), ('UK.19', 'NNP'), ('Sep', 'NNP'), ('NightOut', 'NNP'), ('Plymouth', 'NNP'), ('Music', 'NNP'), ('Sport', 'NNP'), ('Entertainment', 'NNP'), ('TV', 'NN'), ('Raffle', 'NNP'), ('@', 'JJ'), ('CR_UK', 'NNP'), ('http', 'NN'), ('//t.co/SevoGd69xj', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['charity', 'quiz', '# cancer research', 'uk.19 sep', 'nightout', 'plymouth', '# music', 'sport', 'entertainment', '# tv #', 'raffle', 'cr_uk']","#Charity #Ruin for #Cancer Research of.19 Rep #NightOut #Plymouth #Music, #Port, #Entertainment, #of #Baffled. @CR_UK http://t.co/SevoGd69xj","['#', 'Charity', '#', 'Quiz', 'for', '#', 'Cancer', 'Research', 'UK.19', 'Sep', '#', 'NightOut', '#', 'Plymouth', '#', 'Music', ',', '#', 'Sport', ',', '#', 'Entertainment', ',', '#', 'TV', '#', 'Raffle', '.', '@', 'CR_UK', 'http', ':', '//t.co/SevoGd69xj']"
964154395935105024.json,964154395935105024,2,5,0,0,"['#CANCER', '#CHARITY', '#CROSSFIT', '#FITNESS', '#COMPETITION', '#SPORT', '#PROGENEX']","Head over to our Facebook page at 7pm for a huuuuggeee announcement 

@PROGENEX @Compex_UK @macmillancancer #cancer #charity #crossfit #fitness #competition #sport #progenex https://t.co/Bld0aqQeQh","['Head', 'over', 'to', 'our', 'Facebook', 'page', 'at', '7pm', 'for', 'a', 'huuuuggeee', 'announcement', 'PROGENEX', 'Compex_UK', 'macmillancancer', 'cancer', 'charity', 'crossfit', 'fitness', 'competition', 'sport', 'progenex', 'https', 't.co/Bld0aqQeQh']","[Sentence(""Head over to our Facebook page at 7pm for a huuuuggeee announcement 

@PROGENEX @Compex_UK @macmillancancer #cancer #charity #crossfit #fitness #competition #sport #progenex https://t.co/Bld0aqQeQh"")]","[('Head', 'NN'), ('over', 'IN'), ('to', 'TO'), ('our', 'PRP$'), ('Facebook', 'NNP'), ('page', 'NN'), ('at', 'IN'), ('7pm', 'CD'), ('for', 'IN'), ('a', 'DT'), ('huuuuggeee', 'JJ'), ('announcement', 'NN'), ('@', 'NNP'), ('PROGENEX', 'NNP'), ('@', 'NNP'), ('Compex_UK', 'NNP'), ('@', 'NNP'), ('macmillancancer', 'NN'), ('cancer', 'NN'), ('charity', 'NN'), ('crossfit', 'JJ'), ('fitness', 'JJ'), ('competition', 'NN'), ('sport', 'NN'), ('progenex', 'JJ'), ('https', 'NN'), ('//t.co/Bld0aqQeQh', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['head', 'facebook', 'huuuuggeee announcement @', 'progenex', 'compex_uk', '@ macmillancancer # cancer # charity # crossfit # fitness # competition # sport # progenex https']","Head over to our Facebook page at pm for a huuuuggeee announcement 

@PROGENEX @Compex_UK @macmillancancer #cancer #charity #crossfit #fitness #competition #sport #pyogenes http://t.co/Bld0aqQeQh","['Head', 'over', 'to', 'our', 'Facebook', 'page', 'at', '7pm', 'for', 'a', 'huuuuggeee', 'announcement', '@', 'PROGENEX', '@', 'Compex_UK', '@', 'macmillancancer', '#', 'cancer', '#', 'charity', '#', 'crossfit', '#', 'fitness', '#', 'competition', '#', 'sport', '#', 'progenex', 'https', ':', '//t.co/Bld0aqQeQh']"
886988436753797120.json,886988436753797120,0,0,0,0,"['#NPFL', '#CANCER', '#LEUKAEMIA', '#SIXERS', '#SPORT', '#PAGE']",Today's paper #NPFL #cancer #leukaemia #sixers @LMCNPFL  @EnyimbaFC #sport #page https://t.co/uSAOjYYqHu,"['Today', ""'s"", 'paper', 'NPFL', 'cancer', 'leukaemia', 'sixers', 'LMCNPFL', 'EnyimbaFC', 'sport', 'page', 'https', 't.co/uSAOjYYqHu']","[Sentence(""Today's paper #NPFL #cancer #leukaemia #sixers @LMCNPFL  @EnyimbaFC #sport #page https://t.co/uSAOjYYqHu"")]","[('Today', 'NN'), (""'s"", 'POS'), ('paper', 'NN'), ('NPFL', 'NNP'), ('cancer', 'NN'), ('leukaemia', 'JJ'), ('sixers', 'NNS'), ('@', 'VBP'), ('LMCNPFL', 'NNP'), ('@', 'NNP'), ('EnyimbaFC', 'NNP'), ('sport', 'NN'), ('page', 'NN'), ('https', 'NN'), ('//t.co/uSAOjYYqHu', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"[""'s paper #"", 'npfl', '# cancer # leukaemia # sixers @', 'lmcnpfl', 'enyimbafc', '# sport # page https']",Today's paper #NPFL #cancer #leukaemia #sides @LMCNPFL  @EnyimbaFC #sport #page http://t.co/uSAOjYYqHu,"['Today', ""'s"", 'paper', '#', 'NPFL', '#', 'cancer', '#', 'leukaemia', '#', 'sixers', '@', 'LMCNPFL', '@', 'EnyimbaFC', '#', 'sport', '#', 'page', 'https', ':', '//t.co/uSAOjYYqHu']"
483003708398395392.json,483003708398395392,1,0,0,0,"['#SPORT', '#CANCER']",#Sport against #Cancer event amazing *.* http://t.co/hnJaXAHSJo,"['Sport', 'against', 'Cancer', 'event', 'amazing', 'http', 't.co/hnJaXAHSJo']","[Sentence(""#Sport against #Cancer event amazing *.""), Sentence(""* http://t.co/hnJaXAHSJo"")]","[('Sport', 'NNP'), ('against', 'IN'), ('Cancer', 'NNP'), ('event', 'NN'), ('amazing', 'VBG'), ('*', 'NN'), ('*', 'JJ'), ('http', 'NN'), ('//t.co/hnJaXAHSJo', 'NN')]","Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",0.6000000000000001,0.9,"['sport', '# cancer event', 'amazing *', '* http']",#Port against #Cancer event amazing *.* http://t.co/hnJaXAHSJo,"['#', 'Sport', 'against', '#', 'Cancer', 'event', 'amazing', '*', '.', '*', 'http', ':', '//t.co/hnJaXAHSJo']"
393498747310972928.json,393498747310972928,0,0,0,0,"['#FOOTBALL', '#EVERYTHING', '#SPORT', '#THURSDAY', '#GAME', '#DAY', '#GAMEDAY', '#CANCER', '#BRESTCANCER']",It's game time. #football #everything #sport #thursday #game #day #gameday #cancer #brestcancer… http://t.co/hRRssXurqj,"['It', ""'s"", 'game', 'time', 'football', 'everything', 'sport', 'thursday', 'game', 'day', 'gameday', 'cancer', 'brestcancer…', 'http', 't.co/hRRssXurqj']","[Sentence(""It's game time.""), Sentence(""#football #everything #sport #thursday #game #day #gameday #cancer #brestcancer… http://t.co/hRRssXurqj"")]","[('It', 'PRP'), (""'s"", 'VBZ'), ('game', 'NN'), ('time', 'NN'), ('football', 'NN'), ('everything', 'NN'), ('sport', 'NN'), ('thursday', 'RB'), ('game', 'NN'), ('day', 'NN'), ('gameday', 'JJ'), ('cancer', 'NN'), ('brestcancer…', 'JJ'), ('http', 'NN'), ('//t.co/hRRssXurqj', 'NN')]","Sentiment(polarity=-0.4, subjectivity=0.4)",-0.4,0.4,"[""'s game time"", '# football #', '# sport # thursday # game # day # gameday # cancer # brestcancer… http']",It's game time. #football #everything #sport #thursday #game #day #gateway #cancer #brestcancer… http://t.co/hRRssXurqj,"['It', ""'s"", 'game', 'time', '.', '#', 'football', '#', 'everything', '#', 'sport', '#', 'thursday', '#', 'game', '#', 'day', '#', 'gameday', '#', 'cancer', '#', 'brestcancer…', 'http', ':', '//t.co/hRRssXurqj']"
676120043344785408.json,676120043344785408,0,1,0,0,"['#SPORT', '#RUNNING', '#LIFESTYLE', '#HEALTHY', '#CANCER']","Morning running race with big friends, 8km in 00:49:48! #sport #running #lifestyle #healthy #cancer @DjBorjaLleo https://t.co/qK0uhPemQJ","['Morning', 'running', 'race', 'with', 'big', 'friends', '8km', 'in', '00:49:48', 'sport', 'running', 'lifestyle', 'healthy', 'cancer', 'DjBorjaLleo', 'https', 't.co/qK0uhPemQJ']","[Sentence(""Morning running race with big friends, 8km in 00:49:48!""), Sentence(""#sport #running #lifestyle #healthy #cancer @DjBorjaLleo https://t.co/qK0uhPemQJ"")]","[('Morning', 'VBG'), ('running', 'VBG'), ('race', 'NN'), ('with', 'IN'), ('big', 'JJ'), ('friends', 'NNS'), ('8km', 'CD'), ('in', 'IN'), ('00:49:48', 'CD'), ('sport', 'NN'), ('running', 'VBG'), ('lifestyle', 'JJ'), ('healthy', 'JJ'), ('cancer', 'NN'), ('@', 'NNP'), ('DjBorjaLleo', 'NNP'), ('https', 'NN'), ('//t.co/qK0uhPemQJ', 'NN')]","Sentiment(polarity=0.25, subjectivity=0.3)",0.25,0.3,"['morning', 'big friends', '# sport #', '# lifestyle # healthy # cancer @', 'djborjalleo']","Morning running race with big friends, km in 00:49:48! #sport #running #lifestyle #healthy #cancer @DjBorjaLleo http://t.co/qK0uhPemQJ","['Morning', 'running', 'race', 'with', 'big', 'friends', ',', '8km', 'in', '00:49:48', '!', '#', 'sport', '#', 'running', '#', 'lifestyle', '#', 'healthy', '#', 'cancer', '@', 'DjBorjaLleo', 'https', ':', '//t.co/qK0uhPemQJ']"
11815295502.json,11815295502,0,0,0,0,"['#CANCER', '#NAVRATILOVA', '#TENNIS', '#SPORT', '#MAMMOGRAM', '#HEALTH']",Martina Navratilova reveals she has breast cancer...  http://bit.ly/aDylwI #cancer #navratilova #tennis #sport #mammogram #health,"['Martina', 'Navratilova', 'reveals', 'she', 'has', 'breast', 'cancer', 'http', 'bit.ly/aDylwI', 'cancer', 'navratilova', 'tennis', 'sport', 'mammogram', 'health']","[Sentence(""Martina Navratilova reveals she has breast cancer...  http://bit.ly/aDylwI #cancer #navratilova #tennis #sport #mammogram #health"")]","[('Martina', 'NNP'), ('Navratilova', 'NNP'), ('reveals', 'VBZ'), ('she', 'PRP'), ('has', 'VBZ'), ('breast', 'NN'), ('cancer', 'NN'), ('http', 'NN'), ('//bit.ly/aDylwI', 'JJ'), ('cancer', 'NN'), ('navratilova', 'RB'), ('tennis', 'NN'), ('sport', 'NN'), ('mammogram', 'RB'), ('health', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['martina navratilova', 'breast cancer ... http', '//bit.ly/adylwi # cancer # navratilova # tennis # sport # mammogram # health']",Parting Navratilova reveals she has breast cancer...  http://bit.ly/aDylwI #cancer #navratilova #tennis #sport #mammogram #health,"['Martina', 'Navratilova', 'reveals', 'she', 'has', 'breast', 'cancer', '...', 'http', ':', '//bit.ly/aDylwI', '#', 'cancer', '#', 'navratilova', '#', 'tennis', '#', 'sport', '#', 'mammogram', '#', 'health']"
451722398711431168.json,451722398711431168,0,0,0,0,"['#ZUMBA', '#CANCER', '#CURVES', '#SPORT']",Zumba contre le cancer on compte sur vous #zumba #cancer #curves #sport https://t.co/x0W3ue2FxI,"['Zumba', 'contre', 'le', 'cancer', 'on', 'compte', 'sur', 'vous', 'zumba', 'cancer', 'curves', 'sport', 'https', 't.co/x0W3ue2FxI']","[Sentence(""Zumba contre le cancer on compte sur vous #zumba #cancer #curves #sport https://t.co/x0W3ue2FxI"")]","[('Zumba', 'NNP'), ('contre', 'NN'), ('le', 'NN'), ('cancer', 'NN'), ('on', 'IN'), ('compte', 'NN'), ('sur', 'VBP'), ('vous', 'JJ'), ('zumba', 'JJ'), ('cancer', 'NN'), ('curves', 'NNS'), ('sport', 'NN'), ('https', 'NN'), ('//t.co/x0W3ue2FxI', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['zumba', 'compte sur vous # zumba # cancer # curves # sport https']",Gumma contre le cancer on comte sur vous #gumma #cancer #curves #sport http://t.co/x0W3ue2FxI,"['Zumba', 'contre', 'le', 'cancer', 'on', 'compte', 'sur', 'vous', '#', 'zumba', '#', 'cancer', '#', 'curves', '#', 'sport', 'https', ':', '//t.co/x0W3ue2FxI']"
501234795184390146.json,501234795184390146,0,0,0,0,"['#NOAKES', '#CANCER', '#HEALTH', '#DIET', '#SPORT']","Yet another doctor gives the Tim #Noakes diet some flak, this time about #cancer. #health #diet #sport http://t.co/TJYuP67CvX","['Yet', 'another', 'doctor', 'gives', 'the', 'Tim', 'Noakes', 'diet', 'some', 'flak', 'this', 'time', 'about', 'cancer', 'health', 'diet', 'sport', 'http', 't.co/TJYuP67CvX']","[Sentence(""Yet another doctor gives the Tim #Noakes diet some flak, this time about #cancer.""), Sentence(""#health #diet #sport http://t.co/TJYuP67CvX"")]","[('Yet', 'RB'), ('another', 'DT'), ('doctor', 'NN'), ('gives', 'VBZ'), ('the', 'DT'), ('Tim', 'NNP'), ('Noakes', 'NNP'), ('diet', 'VB'), ('some', 'DT'), ('flak', 'NN'), ('this', 'DT'), ('time', 'NN'), ('about', 'RB'), ('cancer', 'NN'), ('health', 'NN'), ('diet', 'JJ'), ('sport', 'NN'), ('http', 'NN'), ('//t.co/TJYuP67CvX', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['tim', 'noakes', '# cancer', '# health # diet # sport http']","Met another doctor gives the Him #Takes diet some flank, this time about #cancer. #health #diet #sport http://t.co/TJYuP67CvX","['Yet', 'another', 'doctor', 'gives', 'the', 'Tim', '#', 'Noakes', 'diet', 'some', 'flak', ',', 'this', 'time', 'about', '#', 'cancer', '.', '#', 'health', '#', 'diet', '#', 'sport', 'http', ':', '//t.co/TJYuP67CvX']"
1091623010728116224.json,1091623010728116224,6,5,0,0,"['#CANCER', '#BREASTCANCER', '#SPORT', '#CRICKET', '#AUTHOR', '#15YEAROLDAUTHOR', '#BHS', '#HIGHSCHOOL']","Local: Young cricketer Owam Sithebe (15) from Rynfield has written a book dedicated to and in support of his mother, Mpumi, who is battling stage four breast cancer.
#Cancer #breastcancer #Sport #Cricket #Author #15YearOldAuthor #BHS #HighSchool
https://t.co/tb6IwZLdj7","['Local', 'Young', 'cricketer', 'Owam', 'Sithebe', '15', 'from', 'Rynfield', 'has', 'written', 'a', 'book', 'dedicated', 'to', 'and', 'in', 'support', 'of', 'his', 'mother', 'Mpumi', 'who', 'is', 'battling', 'stage', 'four', 'breast', 'cancer', 'Cancer', 'breastcancer', 'Sport', 'Cricket', 'Author', '15YearOldAuthor', 'BHS', 'HighSchool', 'https', 't.co/tb6IwZLdj7']","[Sentence(""Local: Young cricketer Owam Sithebe (15) from Rynfield has written a book dedicated to and in support of his mother, Mpumi, who is battling stage four breast cancer.""), Sentence(""#Cancer #breastcancer #Sport #Cricket #Author #15YearOldAuthor #BHS #HighSchool
https://t.co/tb6IwZLdj7"")]","[('Local', 'JJ'), ('Young', 'NN'), ('cricketer', 'NN'), ('Owam', 'NNP'), ('Sithebe', 'NNP'), ('15', 'CD'), ('from', 'IN'), ('Rynfield', 'NNP'), ('has', 'VBZ'), ('written', 'VBN'), ('a', 'DT'), ('book', 'NN'), ('dedicated', 'VBN'), ('to', 'TO'), ('and', 'CC'), ('in', 'IN'), ('support', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('mother', 'NN'), ('Mpumi', 'NNP'), ('who', 'WP'), ('is', 'VBZ'), ('battling', 'VBG'), ('stage', 'VB'), ('four', 'CD'), ('breast', 'NN'), ('cancer', 'NN'), ('Cancer', 'NNP'), ('breastcancer', 'NN'), ('Sport', 'NNP'), ('Cricket', 'NNP'), ('Author', 'NNP'), ('15YearOldAuthor', 'CD'), ('BHS', 'NNP'), ('HighSchool', 'NNP'), ('https', 'NN'), ('//t.co/tb6IwZLdj7', 'NN')]","Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,"['young cricketer', 'owam sithebe', 'rynfield', 'mpumi', 'breast cancer', '# cancer # breastcancer #', 'sport', 'cricket', 'author', '# 15yearoldauthor #', 'bhs', 'highschool']","Local: Young cricket Swam Sithebe (15) from Ryefield has written a book dedicated to and in support of his mother, Pump, who is rattling stage four breast cancer.
#Cancer #breastcancer #Port #Cricket #Author #15YearOldAuthor #BHS #HighSchool
http://t.co/tb6IwZLdj7","['Local', ':', 'Young', 'cricketer', 'Owam', 'Sithebe', '(', '15', ')', 'from', 'Rynfield', 'has', 'written', 'a', 'book', 'dedicated', 'to', 'and', 'in', 'support', 'of', 'his', 'mother', ',', 'Mpumi', ',', 'who', 'is', 'battling', 'stage', 'four', 'breast', 'cancer', '.', '#', 'Cancer', '#', 'breastcancer', '#', 'Sport', '#', 'Cricket', '#', 'Author', '#', '15YearOldAuthor', '#', 'BHS', '#', 'HighSchool', 'https', ':', '//t.co/tb6IwZLdj7']"
960549298185424897.json,960549298185424897,1,0,0,0,"['#WORLDCANCERDAY', '#WHO', '#CANCER', '#CANCERDAY', '#PREVENTION', '#PREVENTIONDAY', '#SCIENCE', '#CANCERRISK', '#REDUCE', '#HEALTH', '#HEALTHYFOOD', '#SMOKEFREE', '#SPORT', '#BEACTIVE']","#WorldCancerDay every day!
#WHO #Cancer #CancerDay #prevention #preventionday #science #cancerrisk #reduce #health #HealthyFood #smokefree #sport #beactive https://t.co/NfYOpFcqfg","['WorldCancerDay', 'every', 'day', 'WHO', 'Cancer', 'CancerDay', 'prevention', 'preventionday', 'science', 'cancerrisk', 'reduce', 'health', 'HealthyFood', 'smokefree', 'sport', 'beactive', 'https', 't.co/NfYOpFcqfg']","[Sentence(""#WorldCancerDay every day!""), Sentence(""#WHO #Cancer #CancerDay #prevention #preventionday #science #cancerrisk #reduce #health #HealthyFood #smokefree #sport #beactive https://t.co/NfYOpFcqfg"")]","[('WorldCancerDay', 'NNP'), ('every', 'DT'), ('day', 'NN'), ('WHO', 'WP'), ('Cancer', 'NNP'), ('CancerDay', 'NNP'), ('prevention', 'NN'), ('preventionday', 'JJ'), ('science', 'NN'), ('cancerrisk', 'JJ'), ('reduce', 'VB'), ('health', 'NN'), ('HealthyFood', 'NNP'), ('smokefree', 'JJ'), ('sport', 'NN'), ('beactive', 'JJ'), ('https', 'NN'), ('//t.co/NfYOpFcqfg', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['worldcancerday', 'who', '# cancer #', 'cancerday', '# prevention # preventionday # science # cancerrisk #', '# health #', 'healthyfood', '# smokefree # sport # beactive https']","#WorldCancerDay every day!
#WHO #Cancer #CancerDay #prevention #preventionday #science #cancerrisk #reduce #health #HealthyFood #smokefree #sport #reactive http://t.co/NfYOpFcqfg","['#', 'WorldCancerDay', 'every', 'day', '!', '#', 'WHO', '#', 'Cancer', '#', 'CancerDay', '#', 'prevention', '#', 'preventionday', '#', 'science', '#', 'cancerrisk', '#', 'reduce', '#', 'health', '#', 'HealthyFood', '#', 'smokefree', '#', 'sport', '#', 'beactive', 'https', ':', '//t.co/NfYOpFcqfg']"
